year,month,dat,incident_code,Loc_start,loc_end,scene_incident,evidence_state_sponsor,type_state_sponsor,type_incident,total_nationalities,first_group_initiate,second_group_initiate,number_groups_involved,number_terrorists,number_female_terrorists,number_nationalities,first_nationality_terrorists,second_nationality_terrorists,third_nationality_terrorists,recidivists_present,number_victims,num_nationalities_victims,first_nationality_victim,second_nationality_victim,third_nationality_victim,num_us_victims,type_us_victims,type_imm_victims,nature_victim,wounded,terr_wounded,foreign_wounded,us_wounded,gov_wounded,killed,terr_killed,foreign_killed,us_killed,gov_killed,damage,weapon,logistical_success,,Greatest Number of Individuals Wounded,Greatest Number of Individuals Killed
2004,1,5,1,700,700,3,2,9,8,99,9999,9999,9,99,99,9,999,999,999,99,1,1,996,998,998,0,8,2,2,0,0,0,0,0,0,0,0,0,0,9,5,6,,,
2004,1,5,2,325,200,3,2,9,4,2,3246,9998,1,99,99,1,325,998,998,99,1,1,200,998,998,0,8,2,2,0,0,0,0,0,0,0,0,0,0,9,5,6,,,
2004,1,5,3,325,211,3,2,9,4,3,3246,9998,1,99,99,1,325,998,998,99,1,1,255,998,998,0,8,2,2,0,0,0,0,0,0,0,0,0,0,9,5,6,,,
2004,1,1,4,325,211,3,2,9,4,3,3246,9998,1,99,99,1,325,998,998,99,1,1,230,998,998,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,,,
2004,1,5,5,325,211,3,2,9,4,3,3246,9998,1,99,99,1,325,998,998,99,1,1,300,998,998,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,,,
2004,1,5,6,325,211,3,2,9,4,3,3246,9998,1,99,99,1,325,998,998,99,1,1,300,998,998,0,8,2,2,0,0,0,0,0,0,0,0,0,,0,5,5,,,
2004,1,5,7,325,211,3,2,9,4,3,3246,9998,1,99,99,1,325,998,998,99,1,1,300,998,998,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,,,
2004,1,5,8,325,211,3,2,9,4,3,3246,9998,1,99,99,1,325,998,998,99,1,1,300,998,998,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,,,
2004,1,5,9,325,211,3,2,9,4,3,3246,9998,1,99,99,1,325,998,998,99,1,1,300,998,998,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,,,
2004,1,5,10,325,211,3,2,9,4,3,3246,9998,1,99,99,1,325,998,998,99,1,1,300,998,998,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,,,
